statement,label
"Berkshire Hathaway provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services..",1
Berkshire Hathaway operates in the industry of Construction.,0
Caterpillar has headquarters in United States.,1
Glencore operates in the industry of materials.,1
Fubon Financial operates in the industry of Oil & Gas Operations.,0
Enel has headquarters in Rome.,1
Oracle engages in the provision of products and services that address all aspects of corporate information technology environments..,1
CVS Health has headquarters in United States.,1
SK Hynix engages in the manufacture and sale of semiconductor products..,1
Enbridge operates in the industry of oil & gas operations.,1
"Thermo Fisher Scientific engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers..",0
"Visa engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities..",1
Tencent Holdings has headquarters in China.,1
U.S. Bancorp has headquarters in Switzerland.,0
"Alphabet is a holding company, which engages in the business of acquisition and operation of different companies..",1
Chubb has headquarters in United States.,0
Amazon.com engages in the provision of online retail shopping services..,1
China Shenhua Energy has headquarters in China.,1
SoftBank operates in the industry of Banking.,0
Truist Financial has headquarters in Australia.,0
LukOil operates in the industry of Oil & Gas Operations.,0
CNOOC operates in the industry of Semiconductors.,0
Hitachi operates in the industry of conglomerates.,1
HDFC Bank has headquarters in United Kingdom.,0
Itochu operates in the industry of trading companies.,1
Intel operates as a social networking company worldwide..,0
"Dell Technologies is a holding company, which engages in the provision of information technology hardware, software, and service solutions through its subsidiaries..",1
Mitsui operates in the industry of Insurance.,0
Glencore has headquarters in Switzerland.,1
KDDI has headquarters in Japan.,1
AT&T has headquarters in China.,0
Target engages in owning and operating of general merchandise stores..,1
"Public Joint Stock Company Gazprom is a global energy company that engages in geological exploration, production, transportation, storage, processing and sales of gas, gas condensate and oil..",1
CNOOC has headquarters in Hong Kong.,1
America Movil has headquarters in Germany.,0
UBS Group operates in the industry of IT Software & Services.,0
Deutsche Telekom engages in the provision of telecommunication and information technology services..,1
"Duke Energy operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities..",0
"Charles Schwab Corporation is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services..",1
Honeywell operates in the industry of conglomerates.,1
Equinor has headquarters in Norway.,1
Truist Financial British American Tobacco Acts as a financing subsidiary/special purpose entity..,0
U.S. Bancorp operates as a social networking company worldwide..,0
Coca-Cola has headquarters in United States.,1
United Parcel Service operates as a logistics and package delivery company providing supply chain management services..,1
"Broadcom engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products..",0
Tokio Marine Holdings engages in the management of its group companies which are in the insurance business..,1
Walmart operates in the industry of Technology Hardware & Equipment.,0
Morgan Stanley has headquarters in United States.,1
Visa operates in the industry of Household & Personal Products.,0
Toyota Motor has headquarters in United States.,0
Nippon Telegraph & Telephone operates as an investment holding company..,0
Hyundai Motor engages in the manufacture and distribution of motor vehicles and parts..,1
BASF has headquarters in Germany.,1
Agricultural Bank of China engages in the provision of international commercial banking and financial services..,1
Hon Hai Precision operates in the industry of Utilities.,0
"Siemens is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",1
Meta Platforms has headquarters in Canada.,0
"Accenture operates as a holding company, which provides financial services through its subsidiaries..",0
BP operates as an integrated oil and gas company..,1
Toyota Motor operates in the industry of Materials.,0
Merck & Co. operates in the industry of united states.,1
"Intesa Sanpaolo engages in the production and distribution of cars, trucks and vans..",0
Alphabet operates as a social networking company worldwide..,0
Deutsche Post operates in the industry of Oil & Gas Operations.,0
"Prudential Financial engages in the provision of financial products and services including life insurance, annuities, mutual funds, and investment management to both individual and institutional customers..",1
Bank of China operates in the industry of Capital Goods.,0
Caterpillar operates in the industry of capital goods.,1
UBS Group has headquarters in Canada.,0
Itau Unibanco Holding operates in the industry of banking.,1
Danaher operates in the industry of Banking.,0
ING Group operates in the industry of Trading Companies.,0
Industrial and Commercial Bank of China engages in the provision of services utilizing the function of general trading..,0
Citigroup is a holding company that engages in the provision of financial products and services..,1
"ArcelorMittal is a holding company, which engages in steelmaking and mining activities..",1
Munich Reinsurance engages in the provision of insurance and reinsurance services..,1
Charter Communications operates in the industry of media.,1
Agricultural Bank of China has headquarters in China.,1
Enel has headquarters in United States.,0
"Medtronic is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services..",1
Hitachi has headquarters in United States.,1
Lloyds Banking Group has headquarters in United Kingdom.,1
Rio Tinto engages in the provision of banking and financial services..,0
Bank of Communications has headquarters in China.,1
Petrobras has headquarters in Brazil.,1
China Telecom operates in the industry of telecommunications services.,1
Medtronic has headquarters in Ireland.,1
Mitsubishi has headquarters in Germany.,0
Bank of China engages in retail and wholesale business..,0
Sanofi operates in the industry of drugs & biotechnology.,1
Intesa Sanpaolo operates in the industry of banking.,1
Honeywell is the world's largest home improvement specialty retailer..,0
Dow engages in the provision of online retail shopping services..,0
"Goldman Sachs Group engages in global investment banking, securities and investment management, which provides financial services..",1
Honda Motor operates in the industry of Household & Personal Products.,0
Hyundai Motor operates in the industry of consumer durables.,1
Public Joint Stock Company Gazprom operates in the industry of oil & gas operations.,1
Saudi Arabian Oil Company (Saudi Aramco) operates in the industry of oil & gas operations.,1
Volkswagen Group operates in the industry of consumer durables.,1
Bank of China engages in the provision of banking and financial services..,1
Chevron has headquarters in United States.,1
Industrial Bank has headquarters in Australia.,0
American Express has headquarters in Italy.,0
Anthem operates in the industry of drugs & biotechnology.,1
Cigna Corporation operates in the industry of Drugs & Biotechnology.,0
Medtronic operates as a holding company that engages in the provision of insurance and asset management services..,0
Walt Disney operates in the industry of Banking.,0
Capital One operates in the industry of banking.,1
Samsung Group has headquarters in South Korea.,1
"CNOOC is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",1
BlackRock engages in the provision of banking and related financial services..,0
National Australia Bank operates in the industry of Diversified Financials.,0
Amazon.com engages in the provision of financial products and services..,0
Goldman Sachs Group operates in the industry of diversified financials.,1
JPMorgan Chase has headquarters in United States.,1
CNOOC operates in the industry of oil & gas operations.,1
Shell operates as a financial holding company that engages in the provision of financial products and services..,0
"Airbus Group engages in the design, manufacture, delivery and provision of aerospace products, space and related services..",1
Exxon Mobil operates in the industry of Oil & Gas Operations.,0
Honda Motor operates in the industry of consumer durables.,1
Reliance Industries has headquarters in United States.,0
Dow has headquarters in Italy.,0
Morgan Stanley operates in the industry of diversified financials.,1
America Movil has headquarters in Mexico.,1
Bayerische Motoren Werke (BMW) operates in the industry of Technology.,0
Raytheon Technologies operates in the industry of Banking.,0
ING Group has headquarters in Netherlands.,1
"Vale engages in the production and exportation of iron ore, pellets, manganese and iron alloys, which are raw materials needed for steelmaking..",1
Bristol Myers Squibb has headquarters in Taiwan.,0
Generali Group operates in the industry of insurance.,1
AT&T is a holding company that engages in the provision of telecommunications media and technology service..,1
VINCI has headquarters in United States.,0
"Bank of America is a holding company, which engages in the business of acquisition and operation of different companies..",0
Roche Holding operates in the industry of drugs & biotechnology.,1
Capital One has headquarters in United States.,1
Santander has headquarters in United States.,0
China Telecom has headquarters in China.,1
Allianz engages in the provision of insurance and investment advisory services..,1
Vale has headquarters in Brazil.,1
Capital One has headquarters in France.,0
Bank of Montreal has headquarters in Ireland.,0
AIA Group is a holding company that engages in the provision of financial products and services..,0
Stellantis has headquarters in United States.,0
BlackRock has headquarters in Italy.,0
Iberdrola has headquarters in United States.,0
America Movil operates in the industry of Diversified Financials.,0
FedEx has headquarters in United States.,1
ANZ operates in the industry of Retailing.,0
Charter Communications engages in the provision of broadband communications services..,1
"VINCI operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management..",0
Reliance Industries has headquarters in India.,1
Alphabet operates in the industry of it software & services.,1
KDDI is a holding company that engages in the provision of telecommunication services..,0
"Rosneft engages in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products..",1
"Truist Financial operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities..",1
PepsiCo has headquarters in United States.,1
Reliance Industries operates in the industry of gas & oil operations.,1
"Novartis engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services..",0
China Life Insurance has headquarters in Canada.,0
Oracle operates in the industry of Insurance.,0
VINCI has headquarters in France.,1
RBC operates in the industry of banking.,1
Shell has headquarters in Netherlands.,1
"Lloyds Banking Group is a financial services company, which engages in the provision of a wide range of banking and financial services..",1
British American Tobacco operates in the industry of Utilities.,0
"Brookfield Asset Management engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity..",1
China Telecom engages in the telecommunications business..,0
AbbVie (ABBV) operates in the industry of Oil & Gas Operations.,0
"General Motors engages in the designing, manufacturing, and selling of cars, trucks and automobile parts..",1
Citigroup provides financial products and services to individual and corporate clients in Brazil and abroad..,0
"Sumitomo Mitsui Financial engages in the production and exportation of iron ore, pellets, manganese and iron alloys, which are raw materials needed for steelmaking..",0
"Deutsche Telekom engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery and diagnostics..",0
"Eni engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals..",1
British American Tobacco has headquarters in United States.,1
Glencore operates in the industry of Conglomerates.,0
"PepsiCo operates in the industry of food, drink & tobacco.",1
Glencore has headquarters in Australia.,0
"Sony is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes..",0
"U.S. Bancorp operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management..",1
"VINCI engages in the design, building, finance and management of facilities for transport systems, public and private buildings and urban development and water, energy and communication networks..",1
China Petroleum & Chemical operates in the industry of IT Software & Services.,0
Samsung Group engages in the manufacturing and selling of electronics and computer peripherals..,1
Cisco Systems has headquarters in France.,0
CVS Health engages in the provision of healthcare services..,1
Johnson & Johnson has headquarters in United States.,1
"Raytheon Technologies engages in the provision of aerospace and defense systems and services for commercial, military and government customers..",1
Goldman Sachs Group has headquarters in United States.,1
China Petroleum & Chemical has headquarters in China.,1
Micron Technology engages in the provision of innovative memory and storage solutions..,1
Bank of Montreal operates in the industry of banking.,1
National Australia Bank engages in the provision of banking and financial services..,1
"Pfizer engages in the discovery, development, manufacturing, marketing, distribution, and selling of biopharmaceutical products worldwide..",1
"Barclays operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services..",1
Medtronic operates in the industry of health care equipment & services.,1
Electricite de France has headquarters in France.,1
"Roche Holding provides banking, financial products and services to retail, small business, corporate and institutional clients..",0
Lloyds Banking Group engages in the manufacture and sale of integrated circuits and wafer semiconductor devices..,0
American International Group operates in the industry of Diversified Financials.,0
Broadcom operates in the industry of semiconductors.,1
"Univlever engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories..",1
"Reliance Industries engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications..",1
"Mitsubishi UFJ Financial Group operates as a holding company, which provides financial services through its subsidiaries..",1
"Santander is a banking services company, which engages in the provision of banking services to individuals, companies, and institutions..",1
"Linde is a holding company, which engages in the provision of information technology hardware, software, and service solutions through its subsidiaries..",0
"Coca-Cola provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services..",0
Sanofi has headquarters in France.,1
Capital One operates as a financial holding company that engages in the provision of financial products and services..,1
Credit Agricole has headquarters in United States.,0
HDFC Bank operates in the industry of banking.,1
"China Shenhua Energy is a holding company, which engages in the provision of information technology hardware, software, and service solutions through its subsidiaries..",0
"Pfizer engages in the exploration, production, refining, marketing and distribution of oil..",0
U.S. Bancorp operates in the industry of Drugs & Biotechnology.,0
Charter Communications has headquarters in United States.,1
China Life Insurance operates in the industry of insurance.,1
Vale operates in the industry of materials.,1
United Parcel Service has headquarters in United States.,1
Brookfield Asset Management operates in the industry of Diversified Financials.,0
JPMorgan Chase is a financial holding company. It provides financial and investment banking services..,1
BASF has headquarters in Canada.,0
"Mitsubishi is a holding company, which engages in the business of acquisition and operation of different companies..",0
Wells Fargo has headquarters in United States.,1
UnitedHealth Group has headquarters in Switzerland.,0
HCA Healthcare provides banking and financial services to individuals and institutions..,0
LVMH Moet Hennessy Louis Vuitton engages in the manufacture of luxury goods..,1
Santander has headquarters in Spain.,1
Shanghai Pudong Development Bank operates in the industry of Semiconductors.,0
PNC Financial Services has headquarters in United Kingdom.,0
Oracle operates in the industry of it software & services.,1
BP operates in the industry of oil & gas operations.,1
"Verizon Communications engages in the provision of electricity, natural gas, and energy related services..",0
"Apple engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",0
"Hon Hai Precision engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0
Bank of Communications operates in the industry of banking.,1
Stellantis operates in the industry of Oil & Gas Operations.,0
Pfizer has headquarters in Japan.,0
Mitsui operates in the industry of trading companies.,1
BBVA has headquarters in United States.,0
Walgreens engages in the provision of commercial banking and financial services..,0
Japan Post Holdings has headquarters in Japan.,1
Stellantis engages in the provision of services utilizing the function of general trading..,0
"Canadian Imperial Bank of Commerce is a financial institution, which engages in the provision of banking and wealth management services..",1
United Parcel Service has headquarters in China.,0
Alibaba Group operates in the industry of Banking.,0
BlackRock operates in the industry of Transportation.,0
ArcelorMittal has headquarters in China.,0
Samsung Group operates in the industry of technology.,1
Commonwealth Bank of Australia has headquarters in Australia.,1
JPMorgan Chase operates in the industry of Oil & Gas Operations.,0
Bank of Nova Scotia has headquarters in Germany.,0
China State Construction Engineering has headquarters in China.,1
Lockheed Martin operates in the industry of aerospace & defense.,1
Postal Savings Bank of China engages in the provision of banking and related financial services..,1
Tencent Holdings provides banking and financial services..,0
LVMH Moet Hennessy Louis Vuitton engages in owning and operating of general merchandise stores..,0
Eni has headquarters in United States.,0
Anglo American engages in the electricity generation and distribution and distribution of natural gas..,0
"Zurich Insurance is a holding company, which engages in the provision of insurance products and related services..",1
Lloyds Banking Group operates in the industry of Telecommunications Services.,0
Lockheed Martin has headquarters in China.,0
"PetroChina operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services..",0
Barclays operates in the industry of banking.,1
Sumitomo Mitsui Financial operates in the industry of Banking.,0
AIA Group operates in the industry of insurance.,1
"Nestle is a nutrition, health and wellness company that engages in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals..",1
GlaxoSmithKline operates in the industry of drugs & biotechnology.,1
Barclays has headquarters in United Kingdom.,1
"LukOil is a media, entertainment and communications company that engages in the provision of video, Internet and phone services..",0
Duke Energy operates in the industry of Chemicals.,0
UBS Group operates in the industry of banking.,1
Novartis has headquarters in Switzerland.,1
Manulife has headquarters in Canada.,1
Sanofi has headquarters in Canada.,0
BHP Group operates in the industry of materials.,1
Intel has headquarters in France.,0
Goldman Sachs Group has headquarters in Germany.,0
AXA has headquarters in France.,1
Mitsubishi UFJ Financial Group operates in the industry of Insurance.,0
UBS Group has headquarters in Switzerland.,1
Sberbank has headquarters in Russia.,1
CITIC has headquarters in Canada.,0
"Public Joint Stock Company Gazprom engages in the exploration, production, refining, marketing and distribution of oil..",0
Tesla has headquarters in United States.,1
Chubb operates in the industry of Materials.,0
China Merchants Bank has headquarters in China.,1
"American International Group engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers..",1
Morgan Stanley has headquarters in Germany.,0
BNP Paribas has headquarters in France.,1
Nippon Telegraph & Telephone operates in the industry of Technology.,0
Mizuho Financial operates as a research healthcare company..,0
"AIA Group is an investment holding company, which engages in the provision of life insurance..",1
China Merchants Bank operates in the industry of Banking.,0
Lloyds Banking Group has headquarters in United States.,0
"BlackRock engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide..",1
CVS Health operates in the industry of retailing.,1
Tokio Marine Holdings has headquarters in Japan.,1
ING Group engages in the provision of banking and financial services..,0
The Home Depot is the world's largest home improvement specialty retailer..,1
"Enel operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities..",0
Fubon Financial has headquarters in Taiwan.,1
Cathay Financial operates in the industry of Insurance.,0
Target engages in providing online and mobile marketplaces in retail and wholesale trade..,0
"Brookfield Asset Management is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field..",0
Rosneft engages in the provision of insurance and financial products..,0
"HDFC Bank engages in the manufacture and sale of automobiles, motorcycles and power products..",0
Bank of Montreal provides banking and financial services to individuals and institutions..,1
Sberbank provides commercial banking and financial services..,1
RBC engages in the provision of banking and financial solutions..,1
Intel operates in the industry of Banking.,0
Cathay Financial has headquarters in United States.,0
Brookfield Asset Management operates in the industry of diversified financials.,1
Commonwealth Bank of Australia operates in the industry of banking.,1
"Munich Reinsurance engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care..",0
Mitsubishi engages in the provision of services utilizing the function of general trading..,1
AIA Group has headquarters in Hong Kong.,1
Electricite de France has headquarters in Australia.,0
Taiwan Semiconductor Manufacturing Company engages in the manufacture and sale of integrated circuits and wafer semiconductor devices..,1
FedEx operates in the industry of transportation.,1
Shell engages in oil and natural gas production..,1
Alphabet has headquarters in United States.,1
UnitedHealth Group has headquarters in United States.,1
Wells Fargo operates in the industry of Aerospace & Defense.,0
"CNOOC engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals..",0
"General Motors engages in the design, building, finance and management of facilities for transport systems, public and private buildings and urban development and water, energy and communication networks..",0
BHP Group has headquarters in Australia.,1
General Motors operates in the industry of consumer durables.,1
Berkshire Hathaway has headquarters in United Kingdom.,0
Deere & Company has headquarters in South Korea.,0
Airbus Group operates in the industry of aerospace & defense.,1
Telefonica has headquarters in Australia.,0
Moller - Maersk operates in the industry of Materials.,0
Intesa Sanpaolo engages in the provision of financial products and banking services..,1
Equinor operates in the industry of oil & gas operations.,1
Deere & Company operates in the industry of capital goods.,1
AT&T operates in the industry of telecommunications services.,1
LVMH Moet Hennessy Louis Vuitton operates in the industry of Banking.,0
Chevron engages in the development and sale of properties..,0
Mitsui has headquarters in Japan.,1
"Airbus Group is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",0
China Mobile has headquarters in Hong Kong.,1
Cigna Corporation engages in the manufacture and sale of automobiles and motorcycles..,0
Univlever operates in the industry of Trading Companies.,0
Broadcom operates in the industry of Banking.,0
British American Tobacco British American Tobacco Acts as a financing subsidiary/special purpose entity..,1
Bank of Nova Scotia has headquarters in Canada.,1
Enel operates in the industry of Banking.,0
"HCA Healthcare is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers..",1
Enel engages in the electricity generation and distribution and distribution of natural gas..,1
"China Petroleum & Chemical is a medical technology company, which engages in the development, manufacture, distribution, and sale of device-based medical therapies and services..",0
UnitedHealth Group operates in the industry of Insurance.,0
Berkshire Hathaway operates in the industry of diversified financials.,1
Banco Bradesco has headquarters in France.,0
BlackRock operates in the industry of diversified financials.,1
"China Mobile operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services..",0
Anthem has headquarters in Ireland.,0
Stellantis operates in the industry of consumer durables.,1
Alibaba Group engages in the production and sale of coal and electricity..,0
Canadian Imperial Bank of Commerce operates in the industry of Chemicals.,0
State Bank of India operates in the industry of Consumer Durables.,0
Generali Group engages in the provision of branded consumer packaged goods..,0
Siemens engages in the manufacture and sale of electrical equipment..,0
Roche Holding has headquarters in Hong Kong.,0
Wells Fargo has headquarters in Japan.,0
Nippon Telegraph & Telephone is a holding company that engages in the provision of telecommunication services..,1
Rio Tinto has headquarters in Australia.,1
Enel operates in the industry of electricity & gas.,1
"Prudential Financial engages in the exploration, production, transportation, and sale of crude oil and natural gas..",0
Bank of Nova Scotia operates in the industry of banking.,1
Cisco Systems operates in the industry of technology hardware & equipment.,1
Merck & Co. has headquarters in Drugs & Biotechnology.,1
China Shenhua Energy has headquarters in Germany.,0
Westpac Banking has headquarters in Germany.,0
Santander is an investment company that engages in the provision of value-added services and online advertising services..,0
National Australia Bank engages in the provision of international commercial banking and financial services..,0
"Mizuho Financial operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses..",1
Charter Communications has headquarters in Ireland.,0
"Exxon Mobil engages in the exploration, development, and distribution of oil, gas, and petroleum products..",1
AXA operates as a holding company that engages in the provision of insurance and asset management services..,1
Volkswagen Group operates in the industry of Consumer Durables.,0
"Coca-Cola operates in the industry of food, drink & tobacco.",1
Accenture has headquarters in Ireland.,1
Eni has headquarters in Italy.,1
General Motors has headquarters in United States.,1
Tencent Holdings is an investment company that engages in the provision of value-added services and online advertising services..,1
HCA Healthcare operates in the industry of health care equipment & services.,1
Dell Technologies operates in the industry of technology hardware & equipment.,1
"Lockheed Martin operates as a global security and aerospace company, which engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services..",1
Allianz operates as an integrated oil and gas company..,0
Bank of China has headquarters in Switzerland.,0
Ping An Insurance (Group) Company of China has headquarters in Italy.,0
Rio Tinto operates in the industry of Semiconductors.,0
"AbbVie (ABBV) engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity..",0
Walt Disney operates in the industry of media.,1
CITIC operates in the industry of Drugs & Biotechnology.,0
RBC provides insurance and financial services to individual and institutional customers..,0
"British American Tobacco operates in the industry of food, drink & tobacco.",1
"Univlever engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities..",0
Iberdrola operates in the industry of utilities.,1
Mercedes-Benz Group operates in the industry of consumer durables.,1
Univlever has headquarters in Germany.,0
CVS Health operates in the industry of Insurance.,0
Bank of America operates in the industry of Banking.,0
Brookfield Asset Management has headquarters in Switzerland.,0
China Construction Bank has headquarters in China.,1
China Telecom operates in the industry of Materials.,0
China State Construction Engineering has headquarters in Netherlands.,0
"Saudi Arabian Oil Company (Saudi Aramco) engages in the provision of banking, investments, life and non-life insurance, and retirement and asset management services..",0
Pfizer has headquarters in United States.,1
Volkswagen Group operates as an integrated oil and gas company..,0
Deutsche Post operates in the industry of transportation.,1
"BBVA is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions..",0
Mitsui engages in the general trading business..,1
GlaxoSmithKline operates in the industry of Conglomerates.,0
SK Hynix operates in the industry of Media.,0
BASF operates in the industry of Diversified Financials.,0
"Dow is a materials science company, combining science and technology to develop innovative solutions..",1
"Danaher is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",0
MetLife provides insurance and financial services to individual and institutional customers..,1
AIA Group has headquarters in China.,0
Hon Hai Precision has headquarters in Taiwan.,1
Visa has headquarters in India.,0
SAP operates in the industry of Capital Goods.,0
America Movil engages in the provision of telecommunications services..,1
HSBC Holdings has headquarters in United Kingdom.,1
Walmart engages in the provision of services utilizing the function of general trading..,0
"Tesla engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems..",1
"AT&T engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business..",0
PNC Financial Services operates in the industry of banking.,1
Zurich Insurance has headquarters in Switzerland.,1
Walmart has headquarters in Germany.,0
Industrial Bank engages in the provision of banking and financial services..,0
"PNC Financial Services is a holding company, which engages in the provision of financial services..",1
Telefonica operates in the industry of telecommunications services.,1
"UnitedHealth Group engages in the provision of healthcare coverage, software and data consultancy services..",1
Manulife has headquarters in France.,0
"Oracle Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses..",0
Lowe's operates in the industry of Insurance.,0
"LukOil engages in the exploration, production, refining, marketing and distribution of oil..",1
Abbott Laboratories has headquarters in United States.,1
"Wells Fargo is a diversified, community-based financial services company..",1
China Life Insurance operates in the industry of Consumer Durables.,0
Siemens operates in the industry of conglomerates.,1
Samsung Group operates in the industry of Telecommunications Services.,0
Dell Technologies has headquarters in China.,0
National Australia Bank has headquarters in China.,0
Westpac Banking has headquarters in Australia.,1
"China State Construction Engineering engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries.",1
"Japan Post Holdings Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses..",1
Enbridge operates in the industry of Retailing.,0
"Tesla engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products..",0
Enbridge engages in the provision of gas and oil businesses..,1
Itau Unibanco Holding has headquarters in Brazil.,1
"BBVA engages in the traditional banking businesses of retail banking, asset management, private banking, and wholesale banking..",1
Prudential Financial operates in the industry of diversified financials.,1
Total engages in the provision of a wide range of financial services to corporate and personal customers..,0
"Anheuser-Busch InBev engages in global investment banking, securities and investment management, which provides financial services..",0
Ping An Insurance (Group) Company of China engages in the provision of financial products and services..,1
Shell operates in the industry of oil & gas operations.,1
"Petrobras is a nutrition, health and wellness company that engages in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals..",0
"Telefonica engages in the provision of communication, information and entertainment solutions..",1
Capital One operates in the industry of Insurance.,0
Nippon Telegraph & Telephone operates in the industry of telecommunications services.,1
Amazon.com operates in the industry of Consumer Durables.,0
HSBC Holdings has headquarters in Germany.,0
Hyundai Motor has headquarters in Hong Kong.,0
VINCI operates in the industry of Household & Personal Products.,0
Cigna Corporation has headquarters in United States.,1
"Hon Hai Precision engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products..",1
BlackRock has headquarters in United States.,1
"Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, production, transportation, and sale of crude oil and natural gas..",1
Tokio Marine Holdings operates in the industry of insurance.,1
ConocoPhillips operates in the industry of Consumer Durables.,0
State Bank of India provides financial products and services to individual and corporate clients in Brazil and abroad..,0
Broadcom has headquarters in United States.,1
Morgan Stanley operates as a global financial services company..,1
Hitachi is a holding company that engages in the provision of telecommunication services..,0
Novartis operates in the industry of Banking.,0
Morgan Stanley operates in the industry of Diversified Financials.,0
Rosneft operates in the industry of oil & gas operations.,1
Telefonica has headquarters in Spain.,1
Bayerische Motoren Werke (BMW) is an investment company that engages in the provision of value-added services and online advertising services..,0
Lockheed Martin has headquarters in United States.,1
Mercedes-Benz Group has headquarters in Germany.,1
Industrial and Commercial Bank of China engages in the provision of commercial banking and financial services..,1
Truist Financial operates in the industry of Conglomerates.,0
Equinor operates in the industry of Materials.,0
PetroChina operates in the industry of Utilities.,0
"Japan Post Holdings engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0
Caterpillar operates in the industry of Banking.,0
Equinor engages in the manufacture and sale of semiconductor products..,0
AT&T has headquarters in United States.,1
Anglo American has headquarters in United States.,0
Bank of America has headquarters in Denmark.,0
BNP Paribas engages in the provision of financial products and services..,0
Sony operates in the industry of IT Software & Services.,0
Cigna Corporation has headquarters in Switzerland.,0
KDDI operates in the industry of telecommunications services.,1
"Moller - Maersk engages in shipping, energy, transportation, offshore drilling, and retail activities..",1
Microsoft has headquarters in United States.,1
Nestle has headquarters in Spain.,0
"Microsoft engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems..",0
Roche Holding operates as a research healthcare company..,1
ENGIE operates in the industry of oil & gas operations.,1
Charles Schwab Corporation has headquarters in United States.,1
"Lowe's is an investment holding company, which engages in the provision of life insurance..",0
Mercedes-Benz Group operates in the industry of Consumer Durables.,0
Vale has headquarters in United States.,0
Lowe's operates in the industry of retailing.,1
