statement,label
Gideon Sundback invented the zipper.,1
Leonardo da Vinci invented the geodesic dome.,0
Mary Anderson invented the pasteurization.,0
Wallace Carothers invented the discovery of opiate receptor.,0
Frank Bunker Gilbreth lived in U.S.,1
Daisuke Inoue lived in Japan.,1
Carl Sontheimer invented the Hall effect.,0
Ralph H. Baer lived in U.S.,1
Earle Dickson invented the Band-Aid.,1
Hans von Ohain invented the discovery of radium and polonium.,0
Ruth Handler invented the electromagnetic relay.,0
Josephine Cochrane lived in U.S.,1
Hans Oersted lived in Denmark.,1
Samuel Colt lived in U.S.,1
Arthur Fry lived in England.,0
Joseph-Armand Bombardier lived in U.S.,0
Edwin H. Land invented the high-pressure steam engine.,0
Yoshua Bengio lived in Canada.,1
James Starley lived in U.S.,0
Alfred Nobel invented the dynamite.,1
John Callcott Horsley lived in U.S.,0
James Hargreaves lived in U.K.,1
Wilhelm Conrad RÃ¶ntgen invented the discovery of opiate receptor.,0
Henry Ford lived in U.S.,1
Charles Cros lived in France.,1
Ami Argand lived in Switzerland.,1
John Bardeen lived in U.S.,1
Nikolay Slavyanov lived in Russia.,1
John von Neumann invented the electric battery.,0
Daisuke Inoue invented the COBOL programming language.,0
Charles Francis Jenkins lived in U.S.,1
Blaise Pascal lived in U.S.,0
Arthur Fry invented the Post-it notes.,1
Charles Francis Richter invented the Christmas card.,0
Gideon Sundback lived in Sweden/U.S.,1
James West invented the electret microphone.,1
Edwin Link invented the flight simulator (Link Trainer).,1
Clarence Birdseye invented the flash freezing.,1
Samuel Fox lived in Russia.,0
Albert Ghiorso invented the noise reduction system for elevated railways.,0
Nils Bohlin invented the three-point seatbelt.,1
Laszlo Joseph Biro invented the Automated Teller Machine (ATM).,0
John Logie Baird invented the mechanical television.,1
Christian Huygens invented the pendulum clock.,1
Shinya Yamanaka lived in France.,0
Richard Gatling invented the improved telescope.,0
Wallace Carothers lived in U.S.,1
William Kelly invented the Bessemer process for steelmaking.,1
Gottlieb Daimler invented the internal combustion engine.,1
Emile Berliner invented the gramophone.,1
James Murray Spangler invented the Jacquard loom.,0
Benjamin Holt lived in U.S.,1
Samuel Morse invented the modern electric refrigerator.,0
Walter Hunt invented the safety pin.,1
Philipp Reis lived in Hungary.,0
Ralph H. Baer lived in U.K.,0
Ernesto Blanco lived in U.S.,1
William Congreve invented the Congreve rocket.,1
Richard Leach Maddox lived in U.K.,1
Ruth Benerito invented the various inventions and concepts (theoretical).,0
Joseph Aspdin invented the Portland cement.,1
John Gorrie invented the mechanical refrigeration (ice-making machine).,1
Frederick McKinley Jones invented the refrigeration unit for trucks.,1
Hans von Ohain lived in Germany.,1
Frank Bunker Gilbreth invented the motion study.,1
Louis Pasteur invented the pasteurization.,1
Charles Tellier invented the industrial robot.,0
John Walker invented the mechanical calculator.,0
Hans Oersted invented the electromagnetism discovery.,1
Garrett Morgan invented the celluloid.,0
Frank Bunker Gilbreth lived in U.K.,0
Ami Argand lived in Sweden.,0
Galileo Galilei invented the piano.,0
Thomas Edison invented the light bulb.,1
Jack Kilby lived in Russia.,0
Leon Theremin lived in Russia.,1
Christopher Cockerell lived in Japan.,0
Nikola Tesla lived in Austrian Empire (modern-day Croatia)/U.S.,1
Laszlo Joseph Biro lived in Turkey/U.S.,0
James Starley invented the bicycle improvements (tangential spokes.,1
Herbert Saffir invented the first home video game console.,0
Willis Carrier lived in U.K.,0
Mary Phelps Jacob invented the modern brassiere.,1
Alec Jeffreys lived in Soviet Union.,0
Karl Benz lived in U.S.,0
Joseph Aspdin lived in Turkey/U.S.,0
Emile Berliner lived in Germany/U.S.,1
Laszlo Joseph Biro lived in Hungary.,1
Benjamin Rubin invented the vaccine jet injector.,1
Ada Lovelace invented the blue jeans.,0
Nicolas Appert lived in France.,1
Hans Goldschmidt lived in Germany.,1
Ralph H. Baer invented the flying shuttle.,0
George Antheil invented the Kevlar.,0
Andr-Jacques Garnerin invented the frameless parachute.,1
Ignazio Porro lived in Italy.,1
Mary Anderson lived in France.,0
William Sturgeon invented the electromagnet.,1
John Shepherd-Barron lived in U.K.,0
William Kelly lived in U.S.,1
Rudolf KÃ¡lmÃ¡n lived in U.K.,0
Thomas Tompion lived in Canada/U.S.,0
Ernesto Blanco invented the electric wheelchair.,1
George de Mestral lived in Switzerland.,1
Giovanni Caselli lived in Italy.,1
Mary Anderson lived in U.S.,1
Henry Ford invented the assembly line production.,1
Sir Frank Whittle lived in Stephanie.,0
BirutÃ© Galdikas invented the orangutan conservation.,1
Evangelista Torricelli lived in Italy.,1
Edmund Cartwright lived in U.K.,1
Konrad Zuse lived in Germany.,1
Cai Lun lived in China.,1
Mary Anderson invented the windshield wiper.,1
Vint Cerf invented the mechanical calculator.,0
Auguste and Louis LumiÃ¨re invented the cinematograph.,1
Luther Simjian invented the electromagnetic field theory.,0
Jacob Perkins lived in U.S.,1
John Ericsson invented the electrocardiograph (ECG).,0
John Bardeen invented the telegraph printer.,0
Evangelista Torricelli invented the cinematograph.,0
John Ambrose Fleming lived in Turkey/U.S.,0
John Boyd Dunlop lived in U.S.,0
Zhores Alferov invented the heterotransistor.,1
Robert Moog invented the Moog synthesizer.,1
Edwin H. Land lived in U.K.,0
Charles Babbage lived in U.K.,1
Charles Goodyear invented the vulcanized rubber.,1
Edwin Herbert Hall lived in U.S.,1
Charles Goodyear lived in U.S.,1
Henri Giffard invented the gasoline-powered automobile.,0
BirutÃ© Galdikas lived in Canada.,1
Yoshiro Nakamatsu lived in Japan.,1
Philo Farnsworth invented the early telephone prototype.,0
George Cayley invented the analytical engine (mechanical computer).,0
Frederick G. Creed lived in Canada.,1
Georges Claude lived in Germany.,0
Stephanie Kwolek invented the slide fastener (zipper precursor).,0
BirutÃ© Galdikas lived in Japan.,0
Mary Walton invented the noise reduction system for elevated railways.,1
Gustaf DalÃ©n invented the steam turbine.,0
Frederick McKinley Jones invented the Geiger counter.,0
Louis Pasteur invented the zipper.,0
Nikolay Slavyanov invented the electric wheelchair.,0
Linus Torvalds invented the Linux operating system.,1
John Gorrie invented the reflecting telescope.,0
George de Mestral lived in France.,0
Garrett Morgan invented the traffic signal.,1
Willem Einthoven lived in Germany.,0
Fritz Pfleumer lived in U.S.,0
Charles Macintosh invented the waterproof fabric.,1
Frederick McKinley Jones lived in U.S.,1
John Harrison invented the marine chronometer.,1
Percy Spencer invented the food processor.,0
Daniel Fahrenheit invented the mercury-in-glass thermometer.,1
Charles Townes invented the maser.,1
Bette Nesmith Graham invented the electromagnetic field theory.,0
Jean-Bernard-LÃ©on Foucault lived in U.K.,0
Fritz Pfleumer invented the typewriter.,0
Reginald Fessenden lived in Canada/U.S.,1
Antoine Lavoisier lived in France.,1
Robert Chesebrough invented the mechanical calculator.,0
Benjamin Rubin invented the typewriter.,0
Samuel Morse invented the Morse code.,1
Eugene Polley invented the steam turbine.,0
Paul Gottlieb Nipkow invented the Nipkow disk (mechanical television).,1
Joseph Engelberger lived in U.S.,1
Yvonne Brill lived in Hungary/U.S.,0
ÃScott de Martinville lived in France.,1
Paul Gottlieb Nipkow invented the flight simulator (Link Trainer).,0
Sir Charles Parsons invented the steam turbine.,1
David Schwarz lived in U.S.,0
Wilhelm Conrad RÃ¶ntgen lived in Germany.,1
Edwin H. Land invented the instant photography (Polaroid).,1
Willis Carrier invented the air conditioning.,1
John Ericsson invented the propeller-driven steamship.,1
Henri Giffard invented the airship (non-rigid).,1
Lester Wire lived in U.S.,1
James Hargreaves invented the spinning jenny.,1
Louis Pasteur lived in France.,1
Robert Noyce lived in U.S.,1
Carlos Glidden invented the vaccine jet injector.,0
Giovanni Caselli invented the pantelegraph (image transmission).,1
George Eastman invented the roll film.,1
George Antheil lived in U.S.,1
William Kelly invented the first home video game console.,0
Auguste and Louis LumiÃ¨re invented the Foucault pendulum.,0
John Shepherd-Barron lived in Scotland.,1
George Eastman invented the snowmobile.,0
Leonardo da Vinci lived in U.S.,0
Sir Humphry Davy invented the safety lamp.,1
Alexander Fleming lived in U.S.,0
Lloyd Groff Copeman invented the modern electric refrigerator.,0
Hans Lippershey invented the microwave oven.,0
Spencer Silver invented the adhesive (used in Post-it notes).,1
Frederick Walton invented the linoleum.,1
Charles Macintosh invented the electric traffic light.,0
Joseph Bramah lived in Switzerland.,0
